Score,Label,Name,Category,Duration(min),TSS,IF,Protocol,Z1%,Z2%,Z3%,Z4%,Z5%,Z6%,Dominant,Notes,File
6,MEDIUM,Rowing #2 SR & Power,karen-parnell-chilitri,36.0,22.2,0.608,Endurance,38.9,44.4,16.7,0.0,0.0,0.0,Z2,83% in Z1/Z2,rowing-rowing-2-sr-power.zwo
6,MEDIUM,Up and Down,30-60-minutes-to-burn,35.0,29.5,0.711,Sweet Spot,42.9,14.3,0.0,42.9,0.0,0.0,Z1,42.9% in sweet spot zone,up-and-down.zwo
6,MEDIUM,2. Up and Down,back-to-fitness,35.0,29.5,0.711,Sweet Spot,42.9,14.3,0.0,42.9,0.0,0.0,Z1,42.9% in sweet spot zone,week-0-prep-2-up-and-down.zwo
6,MEDIUM,2. Up and Down,back-to-fitness,35.0,29.5,0.711,Sweet Spot,42.9,14.3,0.0,42.9,0.0,0.0,Z1,42.9% in sweet spot zone,week-3-2-up-and-down.zwo
6,MEDIUM,1. Red Unicorn Lite,build-me-up-lite,35.0,33.6,0.759,Threshold,27.1,8.6,42.9,1.4,18.6,1.4,Z3,18.6% at threshold/VO2max,week-1-1-red-unicorn-lite.zwo
6,MEDIUM,Free Ride,gravel-grinder,35.0,17.6,0.55,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-11-free-ride.zwo
6,MEDIUM,1. SST Bursts 8,pebble-pounder,35.0,38.0,0.807,Sweet Spot,20.0,18.6,0.0,45.7,4.3,11.4,Z4,45.7% in sweet spot zone,week-0-prep-1-sst-bursts-8.zwo
6,MEDIUM,2. Big Gear SST - 3x5,pebble-pounder,35.0,32.3,0.744,Sweet Spot,20.0,32.9,0.0,42.9,4.3,0.0,Z4,42.9% in sweet spot zone,week-0-prep-2-big-gear-sst-3x5.zwo
6,MEDIUM,1. SST Bursts 8,pebble-pounder,35.0,38.0,0.807,Sweet Spot,20.0,18.6,0.0,45.7,4.3,11.4,Z4,45.7% in sweet spot zone,week-2-1-sst-bursts-8.zwo
6,MEDIUM,2. Big Gear SST - 3x5,pebble-pounder,35.0,32.3,0.744,Sweet Spot,20.0,32.9,0.0,42.9,4.3,0.0,Z4,42.9% in sweet spot zone,week-2-2-big-gear-sst-3x5.zwo
6,MEDIUM,Big Gear SST - 3x5,sweet-spot,35.0,32.3,0.744,Sweet Spot,20.0,32.9,0.0,42.9,4.3,0.0,Z4,42.9% in sweet spot zone,big-gear-sst-3x5.zwo
6,MEDIUM,SST Bursts 8,sweet-spot,35.0,38.0,0.807,Sweet Spot,20.0,18.6,0.0,45.7,4.3,11.4,Z4,45.7% in sweet spot zone,sst-bursts-8.zwo
6,MEDIUM,Session 11: Cadence Training,coop-academy,35.0,15.8,0.521,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,month-2-session-11-cadence-training.zwo
6,MEDIUM,Sprint Test,training-camp-foundation,34.8,18.7,0.568,Endurance,49.6,46.0,0.0,0.0,1.4,2.9,Z1,96% in Z1/Z2,1.-sprinting-sprint-test.zwo
6,MEDIUM,HIIT The Tonniau,one-of-a-kind,34.0,30.7,0.736,Anaerobic,35.3,26.5,20.6,0.0,0.0,17.6,Z1,17.6% above FTP,hiit-the-tonniau.zwo
6,MEDIUM,5. Pyramids,elite-selection-2022,34.0,27.7,0.699,Sweet Spot,45.6,23.5,0.0,20.6,0.0,10.3,Z1,20.6% in sweet spot zone,short-workouts-5-pyramids.zwo
6,MEDIUM,Shark Week Workout - GPLama,gp-lama,33.5,32.0,0.757,VO2max,47.8,0.0,0.0,22.4,29.9,0.0,Z1,29.9% at threshold/VO2max,shark-week-workout-gplama.zwo
6,MEDIUM,Sara Martin: All-Rounder,pro-training-camp-movistar,33.5,19.6,0.593,Endurance,26.9,73.1,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,sara-martin-all-rounder.zwo
6,MEDIUM,Endurance Elevator [Lite],training-camp-foundation,33.5,29.7,0.729,Sweet Spot,53.7,0.0,0.0,29.9,13.4,3.0,Z1,29.9% in sweet spot zone,3.-endurance-endurance-elevator-lite.zwo
6,MEDIUM,2. To The Max,back-to-fitness,33.0,16.2,0.542,Endurance,84.8,15.2,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-6-2-to-the-max.zwo
6,MEDIUM,1. Yellow Unicorn Lite,build-me-up-lite,33.0,32.5,0.769,Threshold,31.8,0.0,45.5,1.5,19.7,1.5,Z3,19.7% at threshold/VO2max,week-3-1-yellow-unicorn-lite.zwo
6,MEDIUM,To The Max,daily-fit,33.0,16.2,0.542,Endurance,84.8,15.2,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,to-the-max.zwo
6,MEDIUM,Rowing #4 Endurance,karen-parnell-chilitri,33.0,18.0,0.572,Endurance,39.4,60.6,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,rowing-rowing-4-endurance.zwo
6,MEDIUM,1. Active Recovery,pebble-pounder,33.0,13.2,0.489,Endurance,93.9,6.1,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-6-1-active-recovery.zwo
6,MEDIUM,Mend,recovery,33.0,13.2,0.489,Endurance,93.9,6.1,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,mend.zwo
6,MEDIUM,4. Mend,z-racing,33.0,13.2,0.489,Endurance,93.9,6.1,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-3-4-mend.zwo
6,MEDIUM,1. Mend,z-racing,33.0,13.2,0.489,Endurance,93.9,6.1,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-6-1-mend.zwo
6,MEDIUM,4. Mend,competitive-race-prep,33.0,13.2,0.489,Endurance,93.9,6.1,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-3-4-mend.zwo
6,MEDIUM,1. Mend,competitive-race-prep,33.0,13.2,0.489,Endurance,93.9,6.1,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-6-1-mend.zwo
6,MEDIUM,Attacking Test,training-camp-foundation,32.5,17.3,0.565,Anaerobic,55.4,21.5,0.0,0.0,1.5,21.5,Z1,21.5% above FTP,2.-attacking-attacking-test.zwo
6,MEDIUM,1. Ramp It Up! [Lite],training-camp-progression,32.0,29.4,0.742,Sweet Spot,12.5,37.5,0.0,50.0,0.0,0.0,Z4,50.0% in sweet spot zone,short-1-ramp-it-up-lite.zwo
6,MEDIUM,Interval Power Play,30-60-minutes-to-burn,31.0,24.0,0.682,VO2max,48.4,19.4,0.0,0.0,32.3,0.0,Z1,32.3% at threshold/VO2max,interval-power-play.zwo
6,MEDIUM,Dusty Disposition,garmin-unbound-gravel-training-plan,31.0,12.6,0.493,Endurance,80.6,19.4,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-8-dusty-disposition.zwo
6,MEDIUM,17. Mom Fever,baby-on-board,30.5,21.7,0.653,Endurance,38.5,33.6,23.0,4.9,0.0,0.0,Z1,72% in Z1/Z2,17-mom-fever.zwo
6,MEDIUM,Lactate Shuttle Short,30-minutes-to-burn,30.0,35.3,0.84,Sprint,6.7,53.3,0.0,0.0,0.0,40.0,Z2,40.0% above FTP,lactate-shuttle-short.zwo
6,MEDIUM,Renewal,30-minutes-to-burn,30.0,12.2,0.494,Endurance,80.0,20.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,renewal.zwo
6,MEDIUM,Wave Rider,30-minutes-to-burn,30.0,34.4,0.829,Sweet Spot,6.7,26.7,0.0,63.3,0.0,3.3,Z4,63.3% in sweet spot zone,wave-rider.zwo
6,MEDIUM,Day 7 - Endurance,active-offseason,30.0,12.5,0.5,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-11-day-7-endurance.zwo
6,MEDIUM,Day 5 - Endurance,active-offseason,30.0,13.8,0.525,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-3-day-5-endurance.zwo
6,MEDIUM,Day 5 - Endurance,active-offseason,30.0,13.8,0.525,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-4-day-5-endurance.zwo
6,MEDIUM,10. Stop-Start,baby-on-board,30.0,18.1,0.602,VO2max,75.0,0.0,0.0,0.0,25.0,0.0,Z1,25.0% at threshold/VO2max,10-stop-start.zwo
6,MEDIUM,9. Sleepless,baby-on-board,30.0,17.3,0.588,Threshold,76.7,0.0,0.0,0.0,23.3,0.0,Z1,23.3% at threshold/VO2max,9-sleepless.zwo
6,MEDIUM,Pedaling Drills,build-me-up,30.0,13.9,0.527,Endurance,61.7,33.3,1.7,1.7,1.7,0.0,Z1,95% in Z1/Z2,week-1-pedaling-drills.zwo
6,MEDIUM,Pedaling Drills,build-me-up,30.0,13.9,0.527,Endurance,61.7,33.3,1.7,1.7,1.7,0.0,Z1,95% in Z1/Z2,week-12-pedaling-drills.zwo
6,MEDIUM,Renewal,build-me-up,30.0,12.2,0.494,Endurance,80.0,20.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-12-renewal.zwo
6,MEDIUM,Pedaling Drills,build-me-up,30.0,13.9,0.527,Endurance,61.7,33.3,1.7,1.7,1.7,0.0,Z1,95% in Z1/Z2,week-4-pedaling-drills.zwo
6,MEDIUM,Pedaling Drills,build-me-up,30.0,13.9,0.527,Endurance,61.7,33.3,1.7,1.7,1.7,0.0,Z1,95% in Z1/Z2,week-8-pedaling-drills.zwo
6,MEDIUM,1. Wave Rider,fast-track-fitness,30.0,34.4,0.829,Sweet Spot,6.7,26.7,0.0,63.3,0.0,3.3,Z4,63.3% in sweet spot zone,week-4-1-wave-rider.zwo
6,MEDIUM,Free Ride,gravel-grinder,30.0,11.3,0.475,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-10-free-ride.zwo
6,MEDIUM,Lactate Shuttle Short,less-than-30-minutes-to-burn,30.0,35.3,0.84,Sprint,6.7,53.3,0.0,0.0,0.0,40.0,Z2,40.0% above FTP,lactate-shuttle-short.zwo
6,MEDIUM,Wave Rider,less-than-30-minutes-to-burn,30.0,34.4,0.829,Sweet Spot,6.7,26.7,0.0,63.3,0.0,3.3,Z4,63.3% in sweet spot zone,wave-rider.zwo
6,MEDIUM,2. SST Bursts 6,pebble-pounder,30.0,30.2,0.777,Sweet Spot,23.3,21.7,0.0,40.0,5.0,10.0,Z4,40.0% in sweet spot zone,week-1-2-sst-bursts-6.zwo
6,MEDIUM,2. Openers,pebble-pounder,30.0,22.0,0.664,Anaerobic,56.7,26.7,0.0,0.0,0.0,16.7,Z1,16.7% above FTP,week-6-2-openers.zwo
6,MEDIUM,Pedaling Drills,recovery,30.0,13.9,0.527,Endurance,61.7,33.3,1.7,1.7,1.7,0.0,Z1,95% in Z1/Z2,pedaling-drills.zwo
6,MEDIUM,LONG) SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-alpine-tt-plan,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-1-long-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,LONG) SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-alpine-tt-plan,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-2-long-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,LONG) SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-alpine-tt-plan,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-3-long-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,LONG) SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-endurance-challenge,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-1-long-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,LONG) SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-endurance-challenge,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-2-long-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,LONG) SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-endurance-challenge,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-3-long-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,B) Active Recovery,charity-endurance-challenge,30.0,15.1,0.55,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-4-b-active-recovery.zwo
6,MEDIUM,C) Active Recovery,charity-endurance-challenge,30.0,15.1,0.55,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-4-c-active-recovery.zwo
6,MEDIUM,SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-one-lap-tt-plan,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-1-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-one-lap-tt-plan,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-2-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,SATURDAY OR SUNDAY: E: Endurance/Tempo Ride,charity-one-lap-tt-plan,30.0,8.0,0.4,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,week-3-saturday-or-sunday-e-endurancetempo-ride.zwo
6,MEDIUM,Day 5,vo2max-booster-program,30.0,14.7,0.542,Threshold,83.3,0.0,0.0,0.0,16.7,0.0,Z1,16.7% at threshold/VO2max,week-1-day-5.zwo
6,MEDIUM,2. Openers,z-racing,30.0,22.0,0.664,Anaerobic,56.7,26.7,0.0,0.0,0.0,16.7,Z1,16.7% above FTP,week-6-2-openers.zwo
6,MEDIUM,"#64-DPC ""I Hate Pav"" Intervals Session 1",zf18-direct-power-coaching-phase-6,30.0,24.8,0.704,Threshold,74.2,0.0,0.0,0.0,16.7,9.2,Z1,16.7% at threshold/VO2max,week-1-64-dpc-i-hate-pav-intervals-session-1.zwo
6,MEDIUM,Session 6: Zone 2 Cadence Changer,coop-academy,30.0,14.9,0.545,Endurance,100.0,0.0,0.0,0.0,0.0,0.0,Z1,100% in Z1/Z2,month-1-session-6-zone-2-cadence-changer.zwo
6,MEDIUM,2. Leg Openers,competitive-race-prep,30.0,22.0,0.664,Anaerobic,56.7,26.7,0.0,0.0,0.0,16.7,Z1,16.7% above FTP,week-6-2-leg-openers.zwo
6,MEDIUM,03. Cadence and Cruise [Lite],spring-training-2024,29.0,27.4,0.753,Sweet Spot,13.8,27.6,20.7,34.5,0.0,3.4,Z4,34.5% in sweet spot zone,shorter-workouts-03-cadence-and-cruise-lite.zwo
6,MEDIUM,FTP Boosters,le-col-training-with-legends,28.0,33.6,0.849,Sweet Spot,28.6,0.0,0.0,62.5,0.0,8.9,Z4,62.5% in sweet spot zone,sir-bradley-wiggins-ftp-boosters.zwo
6,MEDIUM,06. Sweet Spot Summit [Lite],spring-training-2024,28.0,28.2,0.777,Sweet Spot,14.3,28.6,0.0,57.1,0.0,0.0,Z4,57.1% in sweet spot zone,shorter-workouts-06-sweet-spot-summit-lite.zwo
6,MEDIUM,FTP Boosters,threshold,28.0,33.6,0.849,Sweet Spot,28.6,0.0,0.0,62.5,0.0,8.9,Z4,62.5% in sweet spot zone,ftp-boosters.zwo
6,MEDIUM,8.5 Minutes Of Pain,le-col-training-with-legends,26.5,23.0,0.721,Sprint,66.0,0.0,0.0,0.0,0.0,34.0,Z1,34.0% above FTP,dame-sarah-storey-85-minutes-of-pain.zwo
6,MEDIUM,8.5 Minutes Of Pain,vo2-max,26.5,23.0,0.721,Sprint,66.0,0.0,0.0,0.0,0.0,34.0,Z1,34.0% above FTP,85-minutes-of-pain.zwo
6,MEDIUM,Day 6 - Tempo 1 x 60min,2018-prl100-prep,26.0,16.2,0.612,Endurance,38.5,53.8,7.7,0.0,0.0,0.0,Z2,92% in Z1/Z2,week-10-day-6-tempo-1-x-60min.zwo
6,MEDIUM,04. Power Surge [Lite],spring-training-2024,26.0,26.0,0.774,Sweet Spot,11.5,30.8,0.0,46.2,11.5,0.0,Z4,46.2% in sweet spot zone,shorter-workouts-04-power-surge-lite.zwo
6,MEDIUM,Day 5 - Endurance,active-offseason,25.0,17.3,0.645,Endurance,40.0,60.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-2-day-5-endurance.zwo
6,MEDIUM,Day 5 - Endurance,active-offseason,25.0,17.3,0.645,Endurance,40.0,60.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-5-day-5-endurance.zwo
6,MEDIUM,Day 6 - Endurance,active-offseason,25.0,17.3,0.645,Endurance,40.0,60.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-5-day-6-endurance.zwo
6,MEDIUM,TT warmup,one-of-a-kind,25.0,19.6,0.685,Anaerobic,66.0,6.0,6.0,6.0,0.0,16.0,Z1,16.0% above FTP,tt-warmup.zwo
6,MEDIUM,VO2 Surges,le-col-training-with-legends,24.0,23.2,0.762,Sprint,63.5,0.0,0.0,0.0,0.0,36.5,Z1,36.5% above FTP,dame-sarah-storey-vo2-surges.zwo
6,MEDIUM,VO2 Surges,vo2-max,24.0,23.2,0.762,Sprint,63.5,0.0,0.0,0.0,0.0,36.5,Z1,36.5% above FTP,vo2-surges.zwo
6,MEDIUM,1. Just The Basics,indoor-cycling-fundamentals,21.0,16.3,0.683,Endurance,9.5,61.9,28.6,0.0,0.0,0.0,Z2,71% in Z1/Z2,1-just-the-basics.zwo
6,MEDIUM,Day 1 - Endurance,active-offseason,20.0,17.5,0.725,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-1-day-1-endurance.zwo
6,MEDIUM,Endurance Ride 2 hours,ai-endurance,20.0,14.3,0.655,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,bike-endurance-ride-2-hours.zwo
6,MEDIUM,Rowing #1 Technique Drills,karen-parnell-chilitri,20.0,14.3,0.656,Endurance,9.2,80.8,10.0,0.0,0.0,0.0,Z2,90% in Z1/Z2,rowing-rowing-1-technique-drills.zwo
6,MEDIUM,Day 1,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-1-day-1.zwo
6,MEDIUM,Day 2,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-1-day-2.zwo
6,MEDIUM,Day 3,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-1-day-3.zwo
6,MEDIUM,Day 5,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-1-day-5.zwo
6,MEDIUM,Day 6,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-1-day-6.zwo
6,MEDIUM,Day 1,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-2-day-1.zwo
6,MEDIUM,Day 2,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-2-day-2.zwo
6,MEDIUM,Day 5,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-2-day-5.zwo
6,MEDIUM,Day 2,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-3-day-2.zwo
6,MEDIUM,Day 5,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-3-day-5.zwo
6,MEDIUM,Day 6,your-first-century,20.0,12.0,0.6,Endurance,0.0,100.0,0.0,0.0,0.0,0.0,Z2,100% in Z1/Z2,week-3-day-6.zwo
5,MEDIUM,Day 4,10-12wk-ftp-builder,95.0,75.2,0.689,Mixed,32.6,23.2,27.4,16.8,0.0,0.0,Z1,Multi-zone: Z4=16.8% Z5=0.0% Z6=0.0%,week-6-day-4.zwo
5,MEDIUM,Mishmash,90plus-minutes-to-burn,90.0,83.7,0.747,Mixed,14.4,50.0,22.2,8.9,4.4,0.0,Z2,Multi-zone: Z4=8.9% Z5=4.4% Z6=0.0%,mishmash.zwo
5,MEDIUM,Red Unicorn,90plus-minutes-to-burn,90.0,83.5,0.746,Mixed,20.6,34.4,30.0,0.6,13.9,0.6,Z2,Multi-zone: Z4=0.6% Z5=13.9% Z6=0.6%,red-unicorn.zwo
5,MEDIUM,Day 6 - FTP Test,active-offseason,90.0,53.3,0.596,Mixed,55.6,38.9,0.0,0.0,0.0,5.6,Z1,Multi-zone: Z4=0.0% Z5=0.0% Z6=5.6%,week-12-day-6-ftp-test.zwo
5,MEDIUM,Red Unicorn,build-me-up,90.0,83.5,0.746,Mixed,20.6,34.4,30.0,0.6,13.9,0.6,Z2,Multi-zone: Z4=0.6% Z5=13.9% Z6=0.6%,week-1-red-unicorn.zwo
5,MEDIUM,Mishmash,build-me-up,90.0,83.7,0.747,Mixed,14.4,50.0,22.2,8.9,4.4,0.0,Z2,Multi-zone: Z4=8.9% Z5=4.4% Z6=0.0%,week-2-mishmash.zwo
5,MEDIUM,GC Coaching's Mishmash,gc-coaching,90.0,83.7,0.747,Mixed,14.4,50.0,22.2,8.9,4.4,0.0,Z2,Multi-zone: Z4=8.9% Z5=4.4% Z6=0.0%,guided-workouts-gc-coachings-mishmash.zwo
5,MEDIUM,"4. Saturday - SST/OU: Red Unicorn (1' + 30"")",gc-coaching-virtual-group-training-phase-1,90.0,79.7,0.729,Mixed,27.2,27.8,30.0,0.6,13.9,0.6,Z3,Multi-zone: Z4=0.6% Z5=13.9% Z6=0.6%,week-1-4-saturday-sstou-red-unicorn-1-plus-30.zwo
5,MEDIUM,Day 4,10-12wk-ftp-builder,75.0,52.7,0.649,Mixed,37.3,46.7,8.0,8.0,0.0,0.0,Z2,Multi-zone: Z4=8.0% Z5=0.0% Z6=0.0%,week-1-skip-if-you-are-in-shape-day-4.zwo
5,MEDIUM,Day 4,10-12wk-ftp-builder,75.0,62.0,0.704,Mixed,28.0,22.7,34.7,14.7,0.0,0.0,Z3,Multi-zone: Z4=14.7% Z5=0.0% Z6=0.0%,week-8-day-4.zwo
5,MEDIUM,LIT medium optimized 75min,recreation-and-foundation,75.0,57.6,0.679,Mixed,16.7,75.3,2.7,0.0,2.7,2.7,Z2,Multi-zone: Z4=0.0% Z5=2.7% Z6=2.7%,lit-medium-optimized-75min.zwo
5,MEDIUM,Day 2 - Anaerobic Intensive x 4,2018-prl100-prep,74.0,39.0,0.562,Mixed,78.4,13.5,2.7,5.4,0.0,0.0,Z1,Multi-zone: Z4=5.4% Z5=0.0% Z6=0.0%,week-15-day-2-anaerobic-intensive-x-4-.zwo
5,MEDIUM,Day 7 - FTP Test,4wk-ftp-booster,73.0,41.8,0.586,Mixed,68.5,20.5,0.0,1.4,0.0,9.6,Z1,Multi-zone: Z4=1.4% Z5=0.0% Z6=9.6%,week-4-day-7-ftp-test.zwo
5,MEDIUM,FTP Test,build-me-up,73.0,41.8,0.586,Mixed,68.5,20.5,0.0,1.4,0.0,9.6,Z1,Multi-zone: Z4=1.4% Z5=0.0% Z6=9.6%,week-12-ftp-test.zwo
5,MEDIUM,FTP Test,ftp-tests-legacy,73.0,38.4,0.562,Mixed,89.0,0.0,1.4,0.0,1.4,8.2,Z1,Multi-zone: Z4=0.0% Z5=1.4% Z6=8.2%,ftp-test.zwo
5,MEDIUM,Session 2: Test Day Ride,coop-academy,73.0,41.8,0.586,Mixed,68.5,20.5,0.0,1.4,0.0,9.6,Z1,Multi-zone: Z4=1.4% Z5=0.0% Z6=9.6%,month-1-session-2-test-day-ride.zwo
5,MEDIUM,Session 20: Test Day Ride,coop-academy,73.0,41.8,0.586,Mixed,68.5,20.5,0.0,1.4,0.0,9.6,Z1,Multi-zone: Z4=1.4% Z5=0.0% Z6=9.6%,month-3-session-20-test-day-ride.zwo
5,MEDIUM,Aerobic 12's #2,tt-tuneup,71.0,58.3,0.702,Mixed,15.5,74.6,0.0,9.9,0.0,0.0,Z2,Multi-zone: Z4=9.9% Z5=0.0% Z6=0.0%,week-0-prep-aerobic-12s-2.zwo
5,MEDIUM,Aerobic 12's #2,tt-tuneup,71.0,58.3,0.702,Mixed,15.5,74.6,0.0,9.9,0.0,0.0,Z2,Multi-zone: Z4=9.9% Z5=0.0% Z6=0.0%,week-2-aerobic-12s-2.zwo
5,MEDIUM,Day 2,10-12wk-ftp-builder,70.0,51.3,0.663,Mixed,31.4,28.6,25.7,0.0,0.0,14.3,Z1,Multi-zone: Z4=0.0% Z5=0.0% Z6=14.3%,week-6-day-2.zwo
5,MEDIUM,Day 2 - Power Surges #2,2018-prl100-prep,70.0,50.7,0.659,Mixed,57.9,25.7,2.9,2.9,0.0,10.7,Z1,Multi-zone: Z4=2.9% Z5=0.0% Z6=10.7%,week-4-day-2-power-surges-2.zwo
5,MEDIUM,Day 6 - FTP Test,active-offseason,70.0,40.5,0.589,Mixed,57.1,35.7,0.0,0.0,7.1,0.0,Z1,Multi-zone: Z4=0.0% Z5=7.1% Z6=0.0%,week-8-day-6-ftp-test.zwo
5,MEDIUM,Day 2,10-12wk-ftp-builder,68.0,48.5,0.654,Mixed,36.8,25.0,27.9,10.3,0.0,0.0,Z1,Multi-zone: Z4=10.3% Z5=0.0% Z6=0.0%,week-12-day-2.zwo
5,MEDIUM,Endurance #3,endurance,66.3,52.8,0.691,Mixed,24.1,40.7,13.6,19.6,0.0,2.0,Z2,Multi-zone: Z4=19.6% Z5=0.0% Z6=2.0%,endurance-3.zwo
5,MEDIUM,Endurance #3,tt-tuneup,66.3,52.8,0.691,Mixed,24.1,40.7,13.6,19.6,0.0,2.0,Z2,Multi-zone: Z4=19.6% Z5=0.0% Z6=2.0%,week-5-endurance-3.zwo
5,MEDIUM,Endurance #3,tt-tuneup,66.3,52.8,0.691,Mixed,24.1,40.7,13.6,19.6,0.0,2.0,Z2,Multi-zone: Z4=19.6% Z5=0.0% Z6=2.0%,week-6-endurance-3.zwo
5,MEDIUM,3. The Long Ride,fondo,65.0,49.2,0.674,Mixed,26.2,46.2,20.0,0.0,6.2,1.5,Z2,Multi-zone: Z4=0.0% Z5=6.2% Z6=1.5%,week-1-3-the-long-ride.zwo
5,MEDIUM,Jenny Gowans Norse Steps,tri247com-pro-workouts,65.0,65.9,0.78,Mixed,9.2,40.8,19.2,19.2,0.0,11.5,Z2,Multi-zone: Z4=19.2% Z5=0.0% Z6=11.5%,jenny-gowans-norse-steps.zwo
5,MEDIUM,Anaerobic Resilience,best-of-coop-academy,63.8,41.0,0.621,Mixed,69.8,14.1,9.4,1.6,0.5,4.6,Z1,Multi-zone: Z4=1.6% Z5=0.5% Z6=4.6%,za-2020-anaerobic-resilience.zwo
